"","LSOA21CD","distance_any_greenspace","distance_doorstop_greenspace","distance_local_greenspace","distance_neighbourhood_greenspace","distance_wider_greenspace","distance_district_greenspace","distance_subregional_greenspace","LSOA11CD"
"1",NA,1225.8250658,1233.1478683,2124.621668,6884.7900075,7842.4570545,12193.21642,13675.32531,NA
"2","E01005621",426.7437698,426.7437698,1700.682017,2629.505137,2629.505137,4614.291119,13099.72902,"E01005621"
"3","E01006412",64.165586545,64.165586545,73.94737295,234.1419571,624.72058255,624.72058255,9795.30591,"E01006412"
"4","E01006413",71.22384019,76.83204977,116.1493577,163.9012942,1092.087088,1092.087088,10102.71374,"E01006413"
"5","E01006414",150.71667685,215.54968045,221.20147265,263.88430515,1381.8017465,1381.8017465,10264.30158,"E01006414"
"6","E01006415",341.1749122,437.67059385,437.67059385,479.82342895,1525.4848115,3150.1372505,8770.897454,"E01006415"
"7","E01006416",272.7509871,320.3507971,320.3507971,1322.249509,2566.598187,2723.410996,9343.31963,"E01006416"
"8","E01006417",137.7206652,160.0761861,160.0761861,842.1820883,2167.010368,2709.14594,9305.221477,"E01006417"
"9","E01006418",301.0182217,307.3641548,307.3641548,1262.94431,2100.239299,2259.095467,9101.877494,"E01006418"
"10","E01006419",174.7164527,174.7164527,174.7164527,213.2140385,213.2140385,5832.445638,9995.278088,"E01006419"
"11","E01006420",252.662859,315.97307835,363.8561589,1488.7305725,1503.5059855,6708.0519105,10840.56301,"E01006420"
"12","E01006421",241.6439003,241.6439003,241.6439003,245.2370335,245.2370335,5257.171615,9420.004066,"E01006421"
"13","E01006422",192.0017714,281.6059456,281.6059456,1183.579868,1183.579868,6530.3651,10693.19755,"E01006422"
"14","E01006423",101.3442964,101.3442964,101.3442964,467.0154961,467.0154961,5959.758368,10122.59082,"E01006423"
"15","E01006424",770.99318575,770.99318575,904.3310126,1114.7125215,1114.7125215,4842.080602,10833.31088,"E01006424"
"16","E01006425",300.9366413,300.9366413,300.9366413,301.55987075,303.91417345,4589.1442175,8751.9766685,"E01006425"
"17","E01006426",171.3664208,234.5800202,234.5800202,1012.3615985,1081.400279,6795.427455,10741.56597,"E01006426"
"18","E01006427",179.9201586,180.87867845,180.87867845,558.1990817,633.34721625,6497.540394,10229.543485,"E01006427"
"19","E01006428",147.56865755,151.8183897,151.8183897,1368.353978,1431.2049,7240.2267655,11082.08579,"E01006428"
"20","E01006429",140.4080407,241.4761877,241.4761877,875.5632709,1237.067999,7176.510603,10616.68488,"E01006429"
"21","E01006430",108.5500005,111.1064568,169.7268844,254.731052,254.731052,5384.932945,9539.488885,"E01006430"
"22","E01006431",126.8313426,130.2776814,130.2776814,165.404631,357.5738406,6033.147103,9480.143709,"E01006431"
"23","E01006432",164.3938856,243.6162474,243.6162474,251.3224108,822.9940451,6827.929165,10151.20445,"E01006432"
"24","E01006433",100.7706787,112.40995185,135.32214945,217.6735654,217.6735654,4891.853121,9054.685572,"E01006433"
"25","E01006434",171.76388205,171.76388205,171.76388205,795.97583165,2394.614059,3159.206963,9586.567558,"E01006434"
"26","E01006435",194.4724688,291.2486815,291.2486815,557.9684413,1973.97602,3073.266678,9302.424427,"E01006435"
"27","E01006436",240.55097285,240.55097285,240.55097285,598.3586629,2367.9676545,3798.8077335,9728.71075,"E01006436"
"28","E01006437",225.2437761,240.5636407,240.5636407,389.5124426,2203.788979,4118.777076,9591.69668,"E01006437"
"29","E01006438",379.2468299,463.9338421,1385.378962,1388.762799,2336.177295,2336.177295,7561.846823,"E01006438"
"30","E01006439",471.7515396,477.4129782,766.12287205,891.04766255,1782.701354,1906.6347415,7928.9277325,"E01006439"
"31","E01006440",469.1300516,515.8934608,535.0722488,627.1101557,1073.919467,3542.350476,8379.914189,"E01006440"
"32","E01006442",100.9650847,143.2694139,157.2078827,1053.633953,1872.739824,3063.988621,9502.814468,"E01006442"
"33","E01006443",105.1248266,105.1248266,120.0597981,836.2280669,1562.955061,3057.313421,9567.494727,"E01006443"
"34","E01006444",106.20705555,284.599589,416.62951455,963.66980135,1623.9644575,3035.100884,9165.9062575,"E01006444"
"35","E01006445",205.046171,236.7715168,439.4310017,562.0454709,1146.140274,3447.380249,8675.315828,"E01006445"
"36","E01006446",848.7485534,848.7485534,848.7485534,1406.782237,3775.460799,4097.599325,9436.822203,"E01006446"
"37","E01006447",97.81349814,134.4804131,134.4804131,594.0636207,2695.662202,4557.497826,10026.415,"E01006447"
"38","E01006448",213.5041705,270.9992456,270.9992456,423.7797913,3371.414069,4857.921972,10508.29463,"E01006448"
"39","E01006449",227.6931501,273.1925588,421.041908,924.9657424,924.9657424,1916.801933,10069.23798,"E01006449"
"40","E01006450",351.6690923,351.6690923,351.9886298,1336.541786,1336.541786,2068.4995905,9993.1019535,"E01006450"
"41","E01006451",239.50790745,239.50790745,239.86950805,1211.8112765,1212.520408,2339.250699,10233.324795,"E01006451"
"42","E01006452",103.9033874,153.2741705,153.2741705,1229.010524,1613.160748,2685.081632,9869.389389,"E01006452"
"43","E01006453",333.2726931,333.2726931,333.2726931,1562.278476,1684.356772,2390.739108,10220.54803,"E01006453"
"44","E01006454",243.16883805,245.272287,331.6414718,659.1087501,1512.9404385,5028.4517815,9564.2555205,"E01006454"
"45","E01006455",175.93713885,175.93713885,204.55114205,397.1372135,1025.964366,4029.6702215,8581.8256965,"E01006455"
"46","E01006456",297.2584503,381.90095105,642.26781015,747.48329135,1064.881714,4672.957501,9208.76124,"E01006456"
"47","E01006457",131.20742845,136.65496835,138.47821615,159.28401335,2077.748201,4738.477865,9506.873428,"E01006457"
"48","E01006458",175.38764295,211.35491565,217.31932715,467.684839,2260.201155,5599.44569,10222.35246,"E01006458"
"49","E01006459",128.5618464,128.5618464,283.64492135,1099.478401,1099.478401,6443.756201,6841.5025095,"E01006459"
"50","E01006460",168.20612805,197.3938226,507.4584117,744.48806495,744.48806495,6185.2873775,7055.280452,"E01006460"
"51","E01006461",147.289488,167.6914495,249.7120602,249.7120602,249.7120602,6051.4916,7517.86642,"E01006461"
"52","E01006462",263.1252606,263.1252606,263.1252606,1614.543846,1614.543846,6182.693298,6164.818204,"E01006462"
"53","E01006464",136.1943458,215.5779581,233.6515846,648.4717203,648.4717203,5162.700885,7143.164529,"E01006464"
"54","E01006465",111.51395405,115.0997402,121.9483217,134.34953175,423.1429817,4184.94696,8346.168468,"E01006465"
"55","E01006466",168.2518801,321.70166645,499.91897005,1654.509735,1654.509735,5706.2548025,5998.968241,"E01006466"
"56","E01006467",231.0824928,231.0824928,667.3034613,894.2590422,1260.259739,2140.952416,10294.25415,"E01006467"
"57","E01006470",258.2993095,258.2993095,258.2993095,1463.772335,1939.565756,2713.093734,10064.83761,"E01006470"
"58","E01006471",163.6079392,163.6079392,508.8284637,636.8000641,636.8000641,3583.9344195,10644.566355,"E01006471"
"59","E01006472",150.54915585,155.5774215,202.43040155,207.3018969,404.4222444,3237.3578075,8779.248013,"E01006472"
"60","E01006473",222.9263193,237.7207549,251.3902362,374.7472743,410.1552292,2845.702631,9656.681883,"E01006473"
"61","E01006474",260.3805508,359.9555032,426.0942649,988.2960083,1044.813327,2637.371076,10140.42927,"E01006474"
"62","E01006475",198.7516498,216.4346146,396.85938565,973.0194007,973.0194007,3194.9498605,10304.05603,"E01006475"
"63","E01006476",190.2334822,190.2334822,245.5843988,362.5354799,362.5354799,3285.339717,10310.53557,"E01006476"
"64","E01006477",99.90114917,140.0941496,212.955515,212.955515,212.955515,4606.45507,9358.169564,"E01006477"
"65","E01006478",149.30068245,152.8558254,386.9008033,880.88604125,880.88604125,4260.3571905,10190.218,"E01006478"
"66","E01006479",217.55967525,247.66433795,255.3197719,874.68456245,874.68456245,3795.8736995,10494.680145,"E01006479"
"67","E01006480",240.40995,240.40995,307.600328,963.0515622,963.0515622,4298.441304,10554.66244,"E01006480"
"68","E01006481",148.473183,203.4609356,243.3222559,635.5543608,831.701551,3845.569343,9396.320488,"E01006481"
"69","E01006482",107.30946305,112.2788818,147.96379345,262.77063715,959.0763139,3623.990573,9063.2043635,"E01006482"
"70","E01006483",229.038743,230.1268203,230.1268203,273.059977,303.7719646,4552.451614,8647.154902,"E01006483"
"71","E01006484",118.6443477,209.3253118,313.7375854,485.4616542,1235.7893,3442.81574,9125.143194,"E01006484"
"72","E01006485",458.507689,572.9910844,652.8478867,1454.295574,1575.307011,3162.017903,8349.435958,"E01006485"
"73","E01006486",466.4383641,546.3273142,625.2632575,786.8646812,809.1141353,2298.797305,9297.193573,"E01006486"
"74","E01006487",242.89225015,444.62916235,768.83206405,1013.4658825,1090.8464225,2713.967403,8862.3675485,"E01006487"
"75","E01006488",295.6557569,295.6557569,295.6557569,1577.670064,1728.185751,2926.626728,8199.507544,"E01006488"
"76","E01006489",502.00719345,557.10213695,576.9310952,729.42320165,729.42320165,2004.8898545,9629.99327,"E01006489"
"77","E01006490",150.8632519,159.8277107,264.42715335,1137.3559445,3223.1374405,6365.713143,11255.814595,"E01006490"
"78","E01006491",108.6265724,108.6265724,138.7292977,1282.787777,2863.790518,6311.923226,10963.065505,"E01006491"
"79","E01006492",340.6921202,573.15770565,573.15770565,779.05830855,3673.5426935,6170.4275965,11499.700645,"E01006492"
"80","E01006493",227.7017177,389.7076372,428.0637789,510.0136116,3022.39624,5943.163925,10828.73532,"E01006493"
"81","E01006494",162.252759,191.9311737,191.9311737,191.9311737,3518.221401,5232.032975,10856.73348,"E01006494"
"82","E01006495",133.5452876,157.5186728,211.8972842,390.7653633,2701.084926,5250.7071195,10308.109985,"E01006495"
"83","E01006496",331.96985135,345.1775704,718.5115115,978.0886315,978.0886315,6946.097092,7600.582455,"E01006496"
"84","E01006497",111.2781532,113.3267141,148.2361372,148.2361372,148.2361372,6172.215324,7946.065957,"E01006497"
"85","E01006498",173.5783104,206.9614691,206.9614691,1975.096924,1975.096924,6990.688794,6714.356989,"E01006498"
"86","E01006499",209.34232,209.2017776,209.2017776,1636.466308,1636.466308,6775.299072,6865.180611,"E01006499"
"87","E01006500",105.2355862,105.2355862,476.6436497,476.6436497,476.6436497,6533.710779,7534.081536,"E01006500"
"88","E01006501",171.5916607,313.78683445,572.7899192,802.0946,802.0946,6786.5740255,8475.3413275,"E01006501"
"89","E01006502",337.8395491,401.991482,441.6320956,456.6375116,456.6375116,6140.673509,9280.2806,"E01006502"
"90","E01006503",254.2686873,270.4072629,786.9212614,1448.909553,1565.415857,8135.494888,10631.34447,"E01006503"
"91","E01006504",251.4122336,371.03820995,431.0712853,860.0251231,860.0251231,7012.1710665,8134.881257,"E01006504"
"92","E01006505",80.08820199,119.1775116,212.58782025,367.33379385,367.33379385,6293.158398,8338.5177795,"E01006505"
"93","E01006506",175.41516085,175.41516085,550.6795679,646.2150535,646.2150535,1901.9153095,6483.612155,"E01006506"
"94","E01006507",135.9764978,176.6155359,610.4791055,742.4536632,1045.484376,4209.95631,8745.760048,"E01006507"
"95","E01006508",259.7275219,323.330158,588.3836705,589.9962207,589.9962207,2473.740918,7044.599881,"E01006508"
"96","E01006509",425.07813,425.07813,425.07813,612.2659623,709.9861004,3557.708337,8158.613585,"E01006509"
"97","E01006510",199.8681297,199.8681297,346.293908,397.6799668,397.6799668,2170.725711,6801.983721,"E01006510"
"98","E01006512",263.4304419,270.2228154,355.6258846,1340.64998,2190.726176,5518.816146,5674.55756,"E01006512"
"99","E01006514",182.9106492,270.1917303,288.3213996,1679.246354,2463.118701,5928.117453,6172.536358,"E01006514"
"100","E01006518",176.3324035,203.77951585,636.6667068,1021.963947,1928.987353,6739.0755545,6273.754819,"E01006518"
"101","E01006519",269.868467,271.05036195,287.4424597,411.49458705,411.49458705,6358.576402,7400.71892,"E01006519"
"102","E01006520",255.1368022,256.8394747,256.8394747,256.8394747,438.8762325,6559.201433,5803.969084,"E01006520"
"103","E01006521",104.3394363,178.2768873,178.2768873,199.8163857,199.8163857,6653.9037,6660.567504,"E01006521"
"104","E01006522",175.8270825,175.8270825,197.8382676,197.8382676,197.8382676,6604.52977,5849.297421,"E01006522"
"105","E01006523",208.6640894,291.5840957,291.5840957,338.4644255,338.4644255,6966.8849225,6211.6525735,"E01006523"
"106","E01006524",256.0330965,256.0330965,457.2382263,591.7172741,648.4672041,5783.899204,6546.935242,"E01006524"
"107","E01006525",70.11785187,70.11785187,235.5576832,462.1163879,1137.148757,5244.109456,6287.766427,"E01006525"
"108","E01006526",251.3320074,284.8492418,285.4407627,295.4173876,295.4173876,6180.7198045,6496.42829,"E01006526"
"109","E01006527",199.3581507,200.4380907,205.6636553,571.6071332,571.6071332,6177.30052,7028.42012,"E01006527"
"110","E01006528",318.7283183,318.7283183,318.7283183,422.5991881,422.5991881,7130.73482,6928.855206,"E01006528"
"111","E01006529",130.895342,139.50156245,139.50156245,222.1467287,222.1467287,6458.165213,7066.095087,"E01006529"
"112","E01006530",288.5556773,325.1872707,334.028913,380.547035,380.547035,5063.400779,9226.23323,"E01006530"
"113","E01006531",150.9441163,191.2166325,193.02813005,193.02813005,193.02813005,5501.9959095,9441.625465,"E01006531"
"114","E01006532",136.9106834,149.5765911,149.5765911,214.1815201,214.1815201,6619.20892,7740.248817,"E01006532"
"115","E01006533",78.34411991,96.60720586,101.7499993,103.133656,108.2225946,5781.462818,9452.437338,"E01006533"
"116","E01006534",448.7044284,504.5298541,504.5298541,519.4618574,683.8337266,6798.686641,7842.343613,"E01006534"
"117","E01006535",243.1598229,313.0299351,313.1925667,514.5755901,514.5755901,7125.6488,8488.006378,"E01006535"
"118","E01006536",264.1032696,287.2293474,287.2293474,369.9690333,457.5635646,7333.975405,8355.061761,"E01006536"
"119","E01006537",439.9515462,465.4115984,601.4458904,601.4458904,731.0704959,6774.350724,8424.304634,"E01006537"
"120","E01006538",192.2304626,308.5936406,308.5936406,308.5936406,545.5530999,6211.841568,8920.866743,"E01006538"
"121","E01006539",191.0996838,191.0996838,191.0996838,222.7474763,356.3978371,6165.104123,7089.862643,"E01006539"
"122","E01006540",197.6317753,286.35759825,357.85654635,387.7563166,387.7563166,2901.049495,7138.6418265,"E01006540"
"123","E01006541",127.5221494,145.1982992,224.5692329,224.5692329,224.5692329,3187.176381,7466.965259,"E01006541"
"124","E01006542",135.2083586,135.2083586,135.2083586,135.2083586,142.82632195,3665.211758,8316.725129,"E01006542"
"125","E01006543",73.73454987,75.08202627,285.018424,507.6246657,507.6246657,2918.925014,7741.758784,"E01006543"
"126","E01006544",242.26737645,306.95270605,327.0834934,576.34735645,576.34735645,3074.9625435,7848.085784,"E01006544"
"127","E01006545",290.963237,324.8623481,324.8623481,329.3486485,329.3486485,3316.247212,7856.885866,"E01006545"
"128","E01006546",303.5460687,330.54532025,330.54532025,343.743415,343.743415,3572.317271,7914.6561965,"E01006546"
"129","E01006547",184.44946135,373.71117245,440.5902464,671.8190762,671.8190762,3520.1012785,7594.3827465,"E01006547"
"130","E01006548",101.752524,259.5362979,312.6536774,815.2408591,815.2408591,3319.868396,7359.934236,"E01006548"
"131","E01006549",235.0766022,271.7154814,272.3941808,272.3941808,415.7916626,5723.265433,4964.22249,"E01006549"
"132","E01006550",166.6476881,182.7570106,258.8236524,349.1939379,349.1939379,5450.310392,5053.715427,"E01006550"
"133","E01006551",46.95638391,46.95638391,76.51881887,180.27893675,180.27893675,5799.256237,5083.059751,"E01006551"
"134","E01006552",138.3439946,199.5074575,358.5600002,358.5600002,743.4597124,5408.0291125,4754.436289,"E01006552"
"135","E01006553",151.5136676,151.5136676,219.5804122,341.8337175,341.8337175,5490.283201,5430.946161,"E01006553"
"136","E01006554",89.60276894,179.0251747,245.32019745,303.0427603,336.1093259,5456.909637,4734.242461,"E01006554"
"137","E01006556",129.256942,313.6653205,346.4949714,346.4949714,1119.173923,5102.817015,4496.651042,"E01006556"
"138","E01006557",216.0167036,341.1988661,386.6165276,393.4460534,452.7873586,5158.81063,4623.555831,"E01006557"
"139","E01006558",195.5304081,195.5304081,216.997029,216.997029,216.997029,3445.1549825,8545.0922925,"E01006558"
"140","E01006560",142.0842229,184.9389239,408.8153498,479.2193012,704.3276351,3502.230792,8427.92493,"E01006560"
"141","E01006562",117.3756339,172.3667135,661.77634825,689.8094026,728.87616445,3897.939181,7715.0588155,"E01006562"
"142","E01006563",195.8456622,234.4058907,681.6224285,761.5746671,957.9162452,3929.047671,7385.685648,"E01006563"
"143","E01006564",185.781713,189.7867412,221.3215152,221.3215152,1289.263484,4420.388626,7595.410183,"E01006564"
"144","E01006565",211.2894947,282.2746444,537.9614502,1881.533447,1881.533447,2631.518805,7128.440183,"E01006565"
"145","E01006566",174.753265,317.7556522,625.5695118,1768.143756,1768.143756,2969.795871,6752.3830445,"E01006566"
"146","E01006567",49.83749139,60.44693614,114.7170815,1558.663441,1571.54349,2507.797171,7842.347265,"E01006567"
"147","E01006568",349.4611728,349.4611728,436.3683,560.0798675,560.0798675,1982.717458,9184.87973,"E01006568"
"148","E01006569",114.3510271,132.5771685,235.1099292,1771.370987,1771.370987,2192.460725,7389.584019,"E01006569"
"149","E01006570",283.7042274,450.677589,450.677589,980.3052864,980.3052864,2015.820046,8323.438024,"E01006570"
"150","E01006571",105.86030935,150.9694283,150.9694283,1249.6325495,1249.6325495,2493.959259,8664.612008,"E01006571"
"151","E01006572",198.0767813,267.7558511,322.5441324,1431.409407,1431.409407,2600.23036,9109.339702,"E01006572"
"152","E01006573",232.2717888,495.1616621,512.3594479,1582.910274,1582.910274,2578.700143,6830.917638,"E01006573"
"153","E01006574",373.7138885,379.1288739,586.6352515,1188.383217,1188.383217,2321.167489,9253.924653,"E01006574"
"154","E01006575",127.36013485,146.9895391,208.31954865,1521.0618385,1521.0618385,3596.0792225,6691.441722,"E01006575"
"155","E01006576",219.188165,380.9621429,461.8555386,1174.324346,1342.356607,3771.065069,7226.930726,"E01006576"
"156","E01006577",69.08206773,128.3534591,202.6450072,1207.935029,1207.935029,4086.190302,6526.100688,"E01006577"
"157","E01006578",316.562238,326.3064692,326.3064692,726.8849244,814.3658985,4217.488019,7575.514751,"E01006578"
"158","E01006579",311.8867309,338.0350537,628.90072735,845.04948325,845.04948325,4276.138667,7095.802933,"E01006579"
"159","E01006580",112.1607786,118.1470414,130.85541,363.8306951,363.8306951,4570.485027,7728.568373,"E01006580"
"160","E01006581",237.81617335,306.1485763,342.8217245,342.8217245,342.8217245,4879.8207995,7370.921791,"E01006581"
"161","E01006582",189.4619389,278.9531465,642.1132737,733.8941106,733.8941106,5059.807748,7098.734944,"E01006582"
"162","E01006583",184.2098302,184.2098302,187.8557807,188.8723289,188.8723289,5208.565687,7673.921669,"E01006583"
"163","E01006584",170.5557806,262.1916613,456.7082149,1447.240429,1791.253541,3339.234237,7279.825132,"E01006584"
"164","E01006585",110.1031724,114.3731786,296.4577233,1342.924551,1342.924551,3389.592932,6309.976582,"E01006585"
"165","E01006586",112.0261037,187.2384592,288.0244473,618.7408313,618.7408313,4103.030114,5834.2226915,"E01006586"
"166","E01006587",103.67582155,151.4642115,194.0448379,711.2067579,711.2067579,3686.7645365,5689.8376,"E01006587"
"167","E01006588",95.61045488,227.2801927,270.7034692,270.7034692,270.7034692,4468.134089,5693.472287,"E01006588"
"168","E01006589",112.922218,159.70564615,329.929157,766.86881335,766.86881335,4643.125254,6162.09609,"E01006589"
"169","E01006590",170.2111034,173.7958536,173.7958536,173.7958536,173.7958536,5133.207075,5707.898824,"E01006590"
"170","E01006591",213.1210275,249.1678105,671.7894909,698.2466483,698.2466483,5246.321565,6133.3503675,"E01006591"
"171","E01006592",193.1483245,341.1967602,741.9420359,752.616231,881.0438903,5425.321767,6636.420872,"E01006592"
"172","E01006593",134.4667052,153.77159615,542.5177242,612.0568709,612.0568709,5446.907122,5809.15213,"E01006593"
"173","E01006594",287.0399157,287.0399157,415.8580544,438.508045,440.2912394,5731.46778,7489.56721,"E01006594"
"174","E01006595",213.7203513,297.2858624,528.9533172,528.9533172,976.9920201,5875.424364,6217.063296,"E01006595"
"175","E01006596",401.2442481,406.8541918,649.5045212,651.4563299,957.9316748,5809.513064,6315.7821,"E01006596"
"176","E01006597",339.4173667,339.4173667,342.2884383,342.2884383,630.8850105,5893.170591,6760.633997,"E01006597"
"177","E01006598",192.5224819,192.6742483,511.4830805,628.9095889,694.6908086,694.6908086,9311.150376,"E01006598"
"178","E01006599",223.7552573,225.7975117,377.2547637,382.5506195,382.5506195,382.5506195,9517.106077,"E01006599"
"179","E01006600",328.22762665,404.39991165,463.25844265,1435.1346525,1435.1346525,1548.765332,9092.096366,"E01006600"
"180","E01006603",232.9667934,272.2965648,494.8436572,1213.254363,1213.254363,1992.369549,8620.654605,"E01006603"
"181","E01006604",187.0181467,263.1712158,268.498482,1129.2180345,1129.2180345,1129.2180345,9247.7772745,"E01006604"
"182","E01006605",155.9823345,176.979111,230.6394578,1387.6346455,1387.6346455,1476.454123,8834.377604,"E01006605"
"183","E01006606",74.22229168,91.46822211,91.78745925,1314.857822,1314.857822,1953.73414,8513.155017,"E01006606"
"184","E01006607",165.4192001,165.4192001,296.710692,333.635988,333.635988,2937.975811,8197.040495,"E01006607"
"185","E01006608",146.27341265,147.9792848,172.98545,172.98545,172.98545,3765.1060125,8457.502209,"E01006608"
"186","E01006609",222.8444441,224.4925182,224.56837775,224.56837775,224.56837775,3710.7512705,8275.409394,"E01006609"
"187","E01006610",179.5201651,179.5201651,542.0065217,542.0065217,542.0065217,3432.335767,8475.752169,"E01006610"
"188","E01006611",349.18173915,450.48130625,478.261942,478.261942,478.261942,3075.7664625,8353.0722725,"E01006611"
"189","E01006612",100.1622861,100.1622861,143.4173967,523.3309738,523.3309738,2608.846746,8474.863848,"E01006612"
"190","E01006613",167.01495245,204.2452619,219.7242893,223.98623835,223.98623835,3248.406496,7974.4437545,"E01006613"
"191","E01006614",329.1252972,329.1252972,356.2366622,356.2366622,356.2366622,3375.857202,8204.6217835,"E01006614"
"192","E01006615",242.0762948,242.0762948,242.0762948,242.0762948,242.0762948,3423.581541,8064.226768,"E01006615"
"193","E01006616",187.9668733,187.9668733,253.0704554,648.4880056,648.4880056,2608.251064,8018.132956,"E01006616"
"194","E01006617",133.4413479,249.4895455,264.5618763,491.8781489,491.8781489,491.8781489,8704.107371,"E01006617"
"195","E01006618",167.1145412,167.5596834,541.5655899,1102.648316,1102.648316,1110.548516,8558.689853,"E01006618"
"196","E01006619",128.8970407,178.161817,178.161817,600.8656231,600.8656231,642.4224254,8752.987111,"E01006619"
"197","E01006620",156.739217,282.7248674,282.7248674,607.38084075,607.38084075,1039.3209785,8710.173396,"E01006620"
"198","E01006621",96.00884376,126.45737915,156.9781409,1108.835985,1108.835985,1297.4058185,8109.415803,"E01006621"
"199","E01006622",461.2480916,477.0940208,477.0940208,734.07123,734.07123,1493.313901,8583.97342,"E01006622"
"200","E01006623",342.6600308,342.6600308,347.98177425,347.98177425,347.98177425,347.98177425,9566.33002,"E01006623"
"201","E01006624",224.2366438,294.8793895,294.8793895,294.8793895,305.9784012,311.9316194,10072.73408,"E01006624"
"202","E01006625",294.20886565,294.20886565,364.9066297,629.0328744,629.0328744,629.0328744,9498.3187635,"E01006625"
"203","E01006626",292.470756,351.0399693,412.441228,638.5659855,638.5659855,638.5659855,9110.905688,"E01006626"
"204","E01006627",263.7384377,295.7298585,348.1275785,438.8747969,438.8747969,530.9012109,9507.628353,"E01006627"
"205","E01006628",133.8069767,218.628699,229.6110108,395.4696527,395.4696527,7493.241385,6738.009036,"E01006628"
"206","E01006629",150.8200143,186.88738675,186.88738675,465.118205,465.118205,7297.8269205,6659.169257,"E01006629"
"207","E01006630",127.2401519,167.4771789,866.9877688,1159.062329,1926.089262,7263.702654,6702.596309,"E01006630"
"208","E01006632",276.75090255,284.51874035,350.4337108,746.31250795,1478.7444865,7150.092125,6520.207245,"E01006632"
"209","E01006633",175.390478,202.29677385,206.6917303,583.87148765,1074.572851,7250.7653865,6519.20237,"E01006633"
"210","E01006637",227.4171125,234.225946,359.1943169,388.546702,854.1500314,1657.940257,10124.0259,"E01006637"
"211","E01006638",152.3167937,161.8596255,317.6565858,640.4713241,735.338382,1757.400375,9782.892955,"E01006638"
"212","E01006639",146.8218968,146.9817538,151.5040062,248.4587092,248.4587092,1498.535805,9574.281966,"E01006639"
"213","E01006640",159.15790575,176.33184325,176.33184325,268.8071152,268.8071152,910.18013865,9161.482997,"E01006640"
"214","E01006641",173.0422776,174.9039986,703.6353848,1099.424994,1164.498181,2262.073705,9673.12704,"E01006641"
"215","E01006642",214.02077225,247.0266313,484.15042195,932.15404905,945.13580085,2296.990385,9177.7588525,"E01006642"
"216","E01006643",393.79170175,468.47340365,615.1700382,1421.613816,1449.21948,2438.038491,9570.500102,"E01006643"
"217","E01006644",134.1477977,134.1477977,281.6118907,288.3014977,521.0368989,729.6391375,10396.25686,"E01006644"
"218","E01006645",157.4167262,161.6233632,187.7974338,198.469255,643.2260859,1103.502503,10310.25026,"E01006645"
"219","E01006646",47.09282009,47.856810265,47.98267648,337.7716836,1594.9284415,4578.2986055,7394.095107,"E01006646"
"220","E01006647",145.67204185,312.0507933,508.4988447,643.50855775,1167.910591,4082.129951,6947.089097,"E01006647"
"221","E01006648",111.1140195,267.8474473,292.578146,439.6643908,2199.366722,4766.240025,7860.526957,"E01006648"
"222","E01006651",173.2487404,173.2487404,173.2487404,312.63026535,335.91892195,3959.505248,8842.7204705,"E01006651"
"223","E01006652",188.6115937,191.6426153,191.6426153,198.2498553,920.9006984,4021.051532,9164.761244,"E01006652"
"224","E01006653",246.5617137,370.3391169,370.3391169,546.7615561,546.7615561,3066.419087,7699.891133,"E01006653"
"225","E01006654",197.0615989,197.0615989,197.0615989,405.5126253,763.387322,3826.271022,8861.373451,"E01006654"
"226","E01006655",189.2406261,225.950339,225.950339,701.6883294,801.6735068,3330.213823,8106.453169,"E01006655"
"227","E01006656",199.148507,199.148507,243.9980286,244.4069137,784.5774123,3831.445144,9797.901542,"E01006656"
"228","E01006657",278.9607619,278.9607619,296.0129938,297.9892044,1037.274614,4096.796123,9571.435073,"E01006657"
"229","E01006658",247.88912065,266.8154759,266.8154759,572.13749385,572.13749385,2468.53213,7125.361266,"E01006658"
"230","E01006659",185.3492333,193.2476467,193.2476467,212.16379345,870.880561,2016.466051,8468.066916,"E01006659"
"231","E01006660",189.0792752,252.307357,252.307357,380.6909273,1206.691745,2212.347166,7833.964688,"E01006660"
"232","E01006661",128.06146895,166.28772815,256.2827357,523.40474505,523.40474505,523.40474505,7671.278466,"E01006661"
"233","E01006662",111.9785145,147.5680291,152.9950686,492.9357272,866.5071105,866.5071105,8010.151899,"E01006662"
"234","E01006663",162.7979713,190.1453743,243.921846,805.1167056,950.1100614,1301.737347,7336.895166,"E01006663"
"235","E01006664",240.0773728,424.7121216,502.2434033,624.65658405,679.2047331,679.2047331,8510.5086535,"E01006664"
"236","E01006665",127.8474287,127.8474287,310.266528,310.266528,310.266528,310.266528,9752.24285,"E01006665"
"237","E01006666",248.2128238,264.6437225,580.25681715,580.25681715,580.25681715,580.25681715,9816.98692,"E01006666"
"238","E01006667",201.5299987,217.5908097,233.1792198,366.0347495,366.0347495,366.0347495,8489.483029,"E01006667"
"239","E01006668",407.0634367,434.5318961,503.2544316,503.2544316,503.2544316,503.2544316,10094.85655,"E01006668"
"240","E01006669",336.89101615,336.89101615,336.89101615,336.89101615,336.89101615,336.89101615,8914.064107,"E01006669"
"241","E01006670",179.2396019,182.8235926,300.6063154,300.6063154,300.6063154,300.6063154,9861.420828,"E01006670"
"242","E01006671",126.4449687,126.4449687,126.4449687,171.77321965,335.57334665,335.57334665,10716.808445,"E01006671"
"243","E01006672",165.95015945,271.79028325,339.98531785,339.98531785,347.4314399,347.4314399,9069.8431725,"E01006672"
