"","LSOA21CD","distance_any_greenspace","distance_doorstop_greenspace","distance_local_greenspace","distance_neighbourhood_greenspace","distance_wider_greenspace","distance_district_greenspace","distance_subregional_greenspace","LSOA11CD"
"399","E01006838",162.65085955,162.65085955,197.7123721,580.2136438,580.2136438,8108.732582,10515.254965,"E01006838"
"400","E01006839",113.97850455,113.97850455,151.71860375,175.0127886,175.0127886,8286.566929,11306.001245,"E01006839"
"401","E01006840",398.83615805,398.83615805,431.20756895,460.8578284,460.8578284,7675.329579,11525.894485,"E01006840"
"402","E01006841",256.24582585,256.24582585,339.0851019,969.5067375,969.5067375,8116.960442,10293.40903,"E01006841"
"403","E01006842",223.6461346,223.6461346,269.1220187,458.60951785,458.60951785,7993.7287725,11185.887635,"E01006842"
"404","E01006843",336.81159445,428.4924602,795.57307925,831.4513281,831.4513281,7240.472392,9646.2454595,"E01006843"
"405","E01006844",210.5208292,509.7589676,1051.368081,1467.876438,1696.525444,5500.981936,8781.445849,"E01006844"
"406","E01006845",240.24116275,283.10927225,296.0175395,1168.504941,1250.066783,6071.489697,7973.3753295,"E01006845"
"407","E01006846",110.4202521,125.9124265,125.9124265,540.7151723,540.7151723,5532.156629,7841.919062,"E01006846"
"408","E01006847",227.997691,305.0049079,395.8134187,779.5508664,779.5508664,5140.880629,8253.58093,"E01006847"
"409","E01006848",87.16507702,87.16507702,87.16507702,185.821537,185.821537,5491.109536,8100.429762,"E01006848"
"410","E01006849",275.6697398,353.7465895,353.7465895,1224.170275,1230.047811,5125.875558,6514.962297,"E01006849"
"411","E01006850",192.4833757,298.9276887,458.8451715,790.6045319,790.6045319,5079.920779,7020.68265,"E01006850"
"412","E01006851",569.8166042,594.2080376,594.2080376,1319.436275,1723.062059,5463.12613,6261.817038,"E01006851"
"413","E01006852",189.2276181,189.2276181,224.1773527,224.1773527,224.1773527,5159.7167,7592.491514,"E01006852"
"414","E01006853",204.18474145,223.86440395,223.86440395,1054.3041145,1302.1316315,4555.845848,6243.902172,"E01006853"
"415","E01006854",169.1103231,208.7885905,208.7885905,1008.807802,1012.394171,4332.367293,6813.354251,"E01006854"
"416","E01006855",182.1458473,182.1458473,196.3106638,1388.284862,1388.284862,5764.829076,7095.362354,"E01006855"
"417","E01006856",87.27998035,105.1988571,136.2493573,154.5511423,1061.937819,6223.305776,12658.03211,"E01006856"
"418","E01006857",271.1485269,282.8321347,282.8321347,550.2422822,1483.848753,6535.747791,11723.55012,"E01006857"
"419","E01006858",200.093092,274.7536705,318.5397226,354.3197534,1542.211292,7148.435472,11854.20969,"E01006858"
"420","E01006859",232.5409313,233.119393,259.97615735,486.59730965,973.42262325,5933.547144,12339.83684,"E01006859"
"421","E01006860",295.28817,424.8087458,521.3785215,768.2519395,1460.870618,7481.531117,11474.89693,"E01006860"
"422","E01006861",127.82777895,194.64677875,233.81763,461.5556898,1496.194803,7077.8529765,11645.25847,"E01006861"
"423","E01006862",144.219053,258.1354837,461.6395773,682.7066878,682.7066878,7815.853795,10750.06077,"E01006862"
"424","E01006863",135.43408035,199.9963578,559.6793793,723.89777,739.38545085,7892.885603,12376.161895,"E01006863"
"425","E01006864",109.1432012,134.1101611,173.11400965,462.73699835,1164.9460505,7097.405397,12189.95887,"E01006864"
"426","E01006866",258.794349,261.59039845,261.59039845,846.4810426,878.6164806,7136.7955505,13040.6547,"E01006866"
"427","E01006867",159.5732899,253.204997,255.6201098,385.6738544,385.6738544,7556.594958,12759.15961,"E01006867"
"428","E01006868",90.12249617,94.48423567,98.11546021,624.04721535,1141.5468745,6698.2139875,12810.50778,"E01006868"
"429","E01006869",164.6326054,177.24132005,203.2458586,203.2458586,203.2458586,8253.428732,12212.92766,"E01006869"
"430","E01006870",139.7322478,150.593778,150.593778,980.1233256,1618.43767,5086.822885,5931.454368,"E01006870"
"431","E01006871",140.9566866,140.9566866,143.0008328,887.2288356,1193.3904725,6325.774316,7843.970106,"E01006871"
"432","E01006872",220.0829932,390.07797175,406.95722725,1126.687568,1369.942804,5456.9390455,6077.34987,"E01006872"
"433","E01006873",157.2975437,178.06753145,183.82966315,894.2626125,894.2626125,5247.314866,6929.847083,"E01006873"
"434","E01006874",182.12676295,182.12676295,209.37523525,1243.942262,1486.292263,6080.2419015,7449.867971,"E01006874"
"435","E01006875",128.50705065,128.50705065,182.38291945,379.46538195,1311.3064745,6656.017876,8205.1224365,"E01006875"
"436","E01006876",96.02823385,96.02823385,101.96984745,470.5832303,1303.091953,5927.3393555,4434.2905235,"E01006876"
"437","E01006877",136.9743833,164.41369185,336.9204173,633.28276705,1504.815853,5559.386188,5142.467333,"E01006877"
"438","E01006878",160.6174177,181.4627641,327.8097007,444.9574738,1255.824222,5739.620092,4148.546042,"E01006878"
"439","E01006879",137.74825485,141.7528693,411.67928195,510.449313,1021.128556,5266.92515,3675.851099,"E01006879"
"440","E01006880",174.4798324,276.06814615,276.59699485,833.37044565,1446.0736255,6125.433835,4671.060075,"E01006880"
"441","E01006881",166.4531985,166.6272016,228.228384,374.8565001,1507.105206,5227.301185,5384.363655,"E01006881"
"442","E01006882",180.65137515,182.62605655,186.79888895,1736.490414,1736.490414,10087.991585,7760.455045,"E01006882"
"443","E01006883",255.2926087,348.6447486,373.0740707,2390.009171,2390.009171,10297.16991,8269.175851,"E01006883"
"444","E01006884",127.3884372,148.3642769,153.0160046,1505.462314,1505.462314,9783.158306,7443.461638,"E01006884"
"445","E01006885",307.7688604,447.3528629,451.20312155,908.9749444,908.9749444,8986.102401,7022.166314,"E01006885"
"446","E01006886",246.8076046,248.6798706,1224.707814,3475.638892,3475.638892,11618.64452,9611.650321,"E01006886"
"447","E01006887",182.5740956,478.9204142,661.791714,2884.715773,2884.715773,10593.63216,8829.014319,"E01006887"
"448","E01006888",203.0051787,203.0051787,289.4690466,1397.116935,1397.116935,6224.437174,9180.121066,"E01006888"
"449","E01006889",198.9555103,198.9555103,373.1164634,1609.283256,1685.18293,6289.923979,9676.418798,"E01006889"
"450","E01006890",126.0507459,134.1311635,139.4583913,2040.198595,2040.198595,7595.482408,7427.909213,"E01006890"
"451","E01006891",226.5451929,253.254983,331.4630509,1575.95811,1575.95811,7404.629154,7857.152776,"E01006891"
"452","E01006892",187.45345765,187.45345765,427.04558445,1845.96602,1845.96602,7474.5136445,7805.6592355,"E01006892"
"453","E01006893",94.27276094,133.0368982,313.4546643,1512.233126,1512.233126,7204.06186,8049.56877,"E01006893"
"454","E01006894",152.4378804,156.07759385,244.5844962,1592.315574,1592.315574,6861.6202525,8527.695558,"E01006894"
"455","E01006895",206.0883008,206.0883008,497.5267248,1051.614554,1051.614554,6559.342529,8703.28815,"E01006895"
"456","E01006896",436.4013336,665.4464001,701.8975614,962.1725273,962.1725273,5303.39,9025.019309,"E01006896"
"457","E01006897",443.3855217,612.3853198,970.4894483,1250.212963,1279.506461,5139.561388,9300.953238,"E01006897"
"458","E01006898",352.6030121,361.7206904,1182.0491495,1521.2844445,1896.0487675,6429.0449565,10373.70745,"E01006898"
"459","E01006899",314.2228423,468.4202096,468.4202096,485.2846776,1061.85853,6559.616685,9014.382002,"E01006899"
"460","E01006901",238.5330759,580.4940245,746.9169974,1079.431417,1079.431417,4769.276295,8736.380825,"E01006901"
"461","E01006903",123.7902935,175.9794543,242.4692734,897.8068264,926.8174945,7454.490585,5863.416534,"E01006903"
"462","E01006904",103.6868045,151.1180557,185.2821104,313.7997141,353.429179,6983.908244,5392.834193,"E01006904"
"463","E01006905",299.5183525,299.5183525,426.54805425,590.97302405,590.97302405,7376.479054,6319.9404425,"E01006905"
"464","E01006906",125.843565,216.8750451,242.1552369,1282.221897,1277.591252,7874.452052,6296.479887,"E01006906"
"465","E01006907",174.1975144,182.641601,188.7144873,840.8357354,840.8357354,7608.677051,6326.346438,"E01006907"
"466","E01006908",374.8160365,385.0677802,811.3241221,1432.9194225,1432.9194225,5709.973408,9603.741534,"E01006908"
"467","E01006909",213.7313858,294.1438755,583.2954089,1200.661466,1200.661466,5785.432968,9381.113104,"E01006909"
"468","E01006910",152.7009833,155.57515275,241.78109315,1869.2190285,1909.8524445,6830.4565815,9555.6688275,"E01006910"
"469","E01006911",216.98376055,363.1929844,372.0940987,1097.3981275,1097.3981275,6091.9915765,9277.8497655,"E01006911"
"470","E01006912",217.5921981,271.0867935,304.86753975,629.4501507,629.4501507,6506.5932,7116.892072,"E01006912"
"471","E01006913",250.5137148,250.5137148,440.1071379,629.4501507,629.4501507,7132.520487,6956.2381405,"E01006913"
"472","E01006914",135.0534427,243.5761322,243.5761322,405.1089319,406.1819256,5161.660527,3576.211158,"E01006914"
"473","E01006915",97.75973513,99.185003625,101.6535423,222.9465394,922.6265167,5677.603124,4932.0187935,"E01006915"
"474","E01006916",143.3950148,155.2775655,155.2775655,242.03640285,477.967204,5937.920735,4369.879444,"E01006916"
"475","E01006917",159.8066373,187.5226673,267.33834825,328.6580697,420.81009875,5280.357652,3689.283601,"E01006917"
"476","E01006918",81.60556435,94.27082312,105.7024063,152.9538557,889.2030067,5766.38881,4175.314759,"E01006918"
"477","E01006919",121.2281912,121.2281912,121.2281912,430.4942643,654.7841441,5772.688675,5112.289937,"E01006919"
"478","E01006920",153.4196019,214.365093,385.4687083,611.9732489,611.9732489,2014.702974,15126.85008,"E01006920"
"479","E01006921",191.02252735,199.7920553,214.8563345,1132.1324885,1132.1324885,1649.4010455,14423.797975,"E01006921"
"480","E01006922",932.5851867,1156.013482,1156.013482,1649.989966,1650.369828,2487.989163,15297.3024,"E01006922"
"481","E01006923",279.8223608,466.6291626,530.1574847,829.2713229,829.2713229,1270.356346,14016.78635,"E01006923"
"482","E01006924",115.9511837,141.3721959,402.1717365,870.4450635,870.4450635,1499.622939,14247.771365,"E01006924"
"483","E01006925",166.51332715,166.77843875,166.77843875,451.30375375,451.30375375,1955.20743,16414.55638,"E01006925"
"484","E01006926",487.8827973,829.6946158,877.7205391,911.4683308,911.4683308,1843.881247,15339.40061,"E01006926"
"485","E01006927",143.77703595,237.5509621,237.5509621,299.50491195,299.50491195,1935.547728,15532.881095,"E01006927"
"486","E01006928",218.0678029,376.0165486,376.0165486,993.8572711,993.8572711,993.8572711,18335.08294,"E01006928"
"487","E01006929",98.14210363,101.5666974,101.5666974,1173.554237,1179.092465,1495.095356,18482.463795,"E01006929"
"488","E01006930",422.49016315,520.8441148,520.8441148,1284.383394,1284.383394,1568.84811,17985.54681,"E01006930"
"489","E01006931",210.4725506,477.5747104,477.5747104,796.4328278,796.4328278,988.8333145,17901.39131,"E01006931"
"490","E01006932",167.5769503,184.3741111,184.3741111,408.0447039,408.0447039,813.6215583,17448.9417,"E01006932"
"491","E01006933",198.4214116,246.0744086,246.0744086,885.4656022,885.4656022,1432.53904,17418.023145,"E01006933"
"492","E01006934",232.773073,701.8606896,765.4141444,814.2518929,1544.201857,1698.22527,19397.24865,"E01006934"
"493","E01006935",332.4900538,473.7430019,493.5411834,1098.260962,1337.028312,1371.136679,18907.29855,"E01006935"
"494","E01006936",170.3807452,243.9296376,358.2410355,1315.139242,1315.139242,2430.819438,12372.73321,"E01006936"
"495","E01006937",217.9795659,285.9416846,622.5044758,1344.669027,1600.031933,2089.229904,12341.36056,"E01006937"
"496","E01006938",206.4643882,237.96662885,264.9859609,337.6557804,476.8758369,3082.455866,13245.30906,"E01006938"
"497","E01006939",98.78777677,203.4920954,304.9571207,1619.509764,1654.188552,1654.188552,12010.51644,"E01006939"
"498","E01006940",205.715075,226.4367433,458.1188035,1513.206345,1608.47091,1814.085206,11980.97427,"E01006940"
"499","E01006941",256.78765115,447.0786567,585.51256815,1605.190494,1605.190494,1770.982417,11595.51854,"E01006941"
"500","E01006942",196.81217245,267.80241605,721.54017715,1857.9746155,1857.9746155,1880.643289,11633.306725,"E01006942"
"501","E01006943",177.3075719,216.8158229,822.3520807,1299.865833,1585.454265,2149.172012,12575.95624,"E01006943"
"502","E01006944",146.1588896,170.166502,217.0445074,217.0445074,503.62866075,4143.251931,22308.72294,"E01006944"
"503","E01006945",254.4277637,322.8124961,533.450152,533.450152,730.1740537,3729.231907,21873.28677,"E01006945"
"504","E01006946",245.6007914,245.9112625,245.9112625,1155.160972,1155.160972,6791.465992,24958.8236,"E01006946"
"505","E01006947",195.7216945,259.5407438,359.2692879,466.6607575,466.6607575,5939.618014,24039.40064,"E01006947"
"506","E01006948",245.0380905,258.299444,263.6658503,359.8933061,359.8933061,5907.322335,24146.9641,"E01006948"
"507","E01006949",197.2619605,197.2619605,316.332435,336.4944013,422.1567669,5065.966894,23213.43043,"E01006949"
"508","E01006950",303.3789497,390.1149894,398.7345616,411.8410813,411.8410813,3932.505215,22184.8007,"E01006950"
"509","E01006951",175.72407675,191.7642244,191.7642244,373.5702832,823.2848969,4610.227403,22502.33586,"E01006951"
"510","E01006952",180.3475223,273.8416465,287.9906563,513.4231652,513.4231652,513.4231652,8933.536061,"E01006952"
"511","E01006953",262.70859355,324.3069572,516.64340385,649.2720639,649.2720639,649.2720639,9177.8530395,"E01006953"
"512","E01006954",233.8082834,233.8082834,364.0468129,1381.697687,1381.697687,1381.697687,11097.22595,"E01006954"
"513","E01006955",108.3512799,180.17273805,180.17273805,189.186058,189.186058,189.186058,10413.220065,"E01006955"
"514","E01006956",221.2801456,382.9422526,382.9422526,624.0181704,624.0181704,624.0181704,10377.93169,"E01006956"
"515","E01006957",128.3487188,187.0289205,774.3658439,830.9743375,830.9743375,830.9743375,10007.26342,"E01006957"
"516","E01006958",148.1763972,232.513384,533.6018737,1063.8694585,1063.8694585,1063.8694585,10573.107995,"E01006958"
"517","E01006959",213.4619455,266.996616,334.9654787,347.3545378,347.3545378,347.3545378,9729.122692,"E01006959"
"518","E01006960",83.48150049,90.30393947,90.30393947,1300.578603,1300.578603,2921.624084,9663.376255,"E01006960"
"519","E01006961",173.121756,173.121756,202.7103252,1463.9318195,1463.9318195,2878.9410425,9454.555388,"E01006961"
"520","E01006962",213.2799258,233.5026691,266.31258525,1236.5599555,1236.5599555,3075.445622,9367.728331,"E01006962"
"521","E01006963",174.4823763,174.4823763,200.66838135,1513.173755,1513.173755,2860.5823085,9474.2555935,"E01006963"
"522","E01006964",173.25885285,195.10659315,206.79019915,1744.3321575,1744.3321575,1744.3321575,9729.1078825,"E01006964"
"523","E01006965",219.2523471,220.75611955,223.56104045,1475.757368,1475.757368,2628.6868935,9600.010931,"E01006965"
"524","E01006966",262.0235281,262.7620318,262.7620318,1776.272034,1776.272034,2328.71574,9435.311508,"E01006966"
"525","E01006967",254.2519681,266.6391065,266.6391065,1768.713632,1768.713632,2573.832047,9856.261755,"E01006967"
"526","E01006969",235.0121265,448.7583286,939.7417997,1039.085837,1327.987464,3570.537585,21404.62997,"E01006969"
"527","E01006970",337.4381644,651.7048166,651.7048166,780.3931231,1536.580007,2438.450411,20469.42391,"E01006970"
"528","E01006971",177.2569598,251.1293695,251.1293695,251.1293695,1830.960761,1917.255972,20105.38676,"E01006971"
"529","E01006972",230.17010055,627.3868819,627.3868819,781.90987325,1398.578043,1398.578043,19466.18223,"E01006972"
"530","E01006973",386.8470135,583.0461381,583.0461381,585.2359709,970.8471354,970.8471354,19279.34277,"E01006973"
"531","E01006974",324.36012135,325.58523955,325.58523955,696.7310644,705.86197665,706.1363283,18751.994965,"E01006974"
"532","E01006976",104.8494521,110.1401502,371.0514648,712.5043322,1001.033294,1122.00207,9766.141915,"E01006976"
"533","E01006977",140.3906422,163.0979638,163.0979638,317.7227281,317.7227281,317.7227281,9372.0530585,"E01006977"
"534","E01006978",80.328473265,82.84709649,82.84709649,334.1755248,334.1755248,334.1755248,9502.635832,"E01006978"
"535","E01006979",133.3773036,191.5957428,261.4340707,264.4373218,264.4373218,264.4373218,11126.38077,"E01006979"
"536","E01006980",138.4384908,138.4041961,356.056731,356.056731,529.7302507,529.7302507,10667.995085,"E01006980"
"537","E01006981",110.2951306,112.5651972,144.9815912,278.1845214,611.4695915,1256.480375,10311.39504,"E01006981"
"538","E01006982",184.5465787,200.1522658,210.8344798,313.1524784,560.4421425,560.4421425,10162.98458,"E01006982"
"539","E01006983",150.9205253,199.2768171,208.23347755,218.33917015,218.33917015,218.33917015,10042.924755,"E01006983"
"540","E01006984",96.73851876,166.0626619,211.2585166,374.46874355,917.8371586,1000.2791155,10040.37327,"E01006984"
"541","E01006985",335.8475976,338.2120427,437.3247748,538.7894971,723.1999888,731.7985429,9413.444132,"E01006985"
"542","E01006986",184.1744898,211.4834916,457.9753184,513.7639297,513.7639297,513.7639297,8563.345504,"E01006986"
"543","E01006987",308.75482,309.1383206,341.354451,351.9383316,1113.335176,1578.346849,10107.93323,"E01006987"
"544","E01006988",118.9673406,125.3129556,127.7984503,221.9959007,1475.021697,1810.899439,10211.53755,"E01006988"
"545","E01006989",390.7267842,447.47451845,698.3020157,698.3020157,698.3020157,698.3020157,8402.041817,"E01006989"
"546","E01006990",430.7214974,487.6111562,690.9241077,1319.769771,1319.769771,1319.769771,9077.958903,"E01006990"
"547","E01006991",318.6608449,515.7076384,1065.100168,1349.200166,1349.200166,1528.192287,9161.598678,"E01006991"
"548","E01006992",461.32489965,480.04220415,569.5013129,1501.823351,1501.823351,1988.9498365,9716.012499,"E01006992"
"549","E01006993",693.8583369,695.0815668,883.8619166,1039.242034,1039.242034,2295.084182,9907.737779,"E01006993"
"550","E01006994",211.6867926,520.2369628,520.2369628,520.2369628,1073.513401,2678.769235,20415.6799,"E01006994"
"551","E01006995",211.3725365,400.86803705,610.3721787,650.5256084,738.45192895,3545.9195405,20909.18611,"E01006995"
"552","E01006996",319.6822419,752.4776939,753.8756754,753.8756754,1184.399116,3164.156039,20797.97002,"E01006996"
"553","E01006997",126.9349896,130.2786468,182.0618993,182.9847573,796.950908,2647.977306,20216.15578,"E01006997"
"554","E01006998",299.3196431,532.1530573,533.007699,533.007699,1289.0152495,2194.7434675,19942.028825,"E01006998"
"555","E01006999",172.2371225,208.2869383,406.7428244,768.9073232,768.9073232,3971.293801,20818.4949,"E01006999"
"556","E01007000",182.70080375,221.3293802,267.6792354,290.4263572,321.8946822,3493.1262715,20500.81517,"E01007000"
"557","E01007001",206.3238949,229.0995387,357.4673921,582.8327838,1296.138151,1945.683784,19307.99805,"E01007001"
"558","E01007002",211.9655084,284.6933741,668.3258308,736.9646526,736.9646526,3587.797913,20323.83255,"E01007002"
"559","E01007003",206.7434485,372.7447253,650.7839122,964.8643087,964.8643087,964.8643087,8612.061901,"E01007003"
"560","E01007004",232.287552,260.9318431,740.3616842,740.5490509,740.5490509,740.5490509,8481.860032,"E01007004"
"561","E01007005",129.5238257,546.26118725,784.09972885,1156.031885,1156.031885,1156.031885,8819.608825,"E01007005"
"562","E01007006",155.2617225,263.9075746,268.2156629,1307.786793,1307.786793,1307.786793,9029.7864655,"E01007006"
"563","E01007007",118.0054129,122.6095542,419.8979643,1919.223052,1919.223052,1919.223052,9677.695507,"E01007007"
"564","E01007008",257.14232015,415.28399255,572.3094115,1507.630034,1507.630034,1507.630034,9154.759849,"E01007008"
"565","E01007009",299.3039562,343.6374422,408.704982,2136.318697,2136.318697,2553.071513,10125.3239,"E01007009"
"566","E01007010",271.1057994,313.70817935,387.2946263,2025.772462,2025.772462,3041.7880145,9986.854301,"E01007010"
"567","E01007011",172.8354872,172.8354872,526.7295754,526.7295754,526.7295754,526.7295754,8386.29408,"E01007011"
"568","E01007012",77.32567481,88.414979,358.9645566,1301.045681,1301.045681,1301.045681,9373.05817,"E01007012"
"569","E01007013",171.7073936,247.8476332,483.2996656,921.8517913,921.8517913,921.8517913,8936.793576,"E01007013"
"570","E01007014",220.31268445,351.39025605,379.10535025,655.2908207,657.30450885,1717.803134,10375.468915,"E01007014"
"571","E01007016",183.7804842,235.970877,418.3001777,427.7535967,427.7535967,427.7535967,8936.001055,"E01007016"
"572","E01007017",228.1212594,318.8644785,629.9313461,801.1655676,801.1655676,801.1655676,8957.378195,"E01007017"
"573","E01007019",257.4176085,265.8715496,327.1426144,1779.39116,1779.39116,1779.39116,9838.5198275,"E01007019"
"574","E01007020",220.2730617,372.64449855,372.64449855,507.61280405,507.61280405,507.61280405,11976.81904,"E01007020"
"575","E01007021",173.1267541,177.99686355,369.1021642,1134.527811,1134.527811,1134.527811,11995.398415,"E01007021"
"576","E01007022",96.891024605,103.4812962,437.1362124,1689.695878,1712.630456,1723.600657,12533.9857,"E01007022"
"577","E01007023",225.72217005,315.1360418,324.9000911,664.87778215,664.87778215,664.87778215,12296.4928,"E01007023"
"578","E01007024",135.94339375,168.11788545,230.69471325,312.64877025,726.7156387,765.70554655,11576.409515,"E01007024"
"579","E01007025",109.0336189,200.94183205,200.94183205,522.72139825,522.72139825,522.72139825,11881.49765,"E01007025"
"580","E01007026",152.3140007,153.0811402,153.0811402,167.6406388,167.6406388,167.6406388,11578.22228,"E01007026"
"581","E01007027",212.0310501,311.9170545,497.5196237,1959.595014,1959.595014,5571.229566,13617.24043,"E01007027"
"582","E01007028",181.52193695,181.52193695,322.64835065,2414.8629485,2414.8629485,7916.2426735,25811.841585,"E01007028"
"583","E01007029",219.790387,228.7041829,233.1015214,2049.529992,2049.529992,7633.972373,25626.22026,"E01007029"
"584","E01007030",184.6304095,261.60428005,261.60428005,2037.8712755,2037.8712755,7394.5606595,25286.31004,"E01007030"
"585","E01007031",222.5271126,289.8452481,289.8452481,1652.192519,1652.192519,6894.928935,24764.177905,"E01007031"
"586","E01007032",166.77317825,174.63737195,379.018227,992.36984115,992.36984115,6182.466614,24123.109485,"E01007032"
"587","E01007033",206.75154,273.9904274,282.6946011,879.729276,879.729276,6452.8047115,24574.516035,"E01007033"
"588","E01007034",353.9628583,353.9628583,538.0873108,725.641063,725.641063,5486.730993,23331.44205,"E01007034"
"589","E01007035",333.5003617,333.5003617,386.9821168,663.9733224,663.9733224,5729.286337,23352.02001,"E01007035"
"590","E01007036",311.4350309,311.4350309,311.4350309,1688.421604,1688.421604,7320.585253,25477.11848,"E01007036"
"591","E01007037",248.23987625,366.3436127,366.5598795,531.44580105,958.16053165,1030.034371,11948.93519,"E01007037"
"592","E01007038",247.7414339,304.0023328,396.3456912,567.1336676,830.2498405,1461.589691,11703.50527,"E01007038"
"593","E01007039",143.7883846,307.3569436,747.12897835,776.13944185,776.13944185,4788.919431,9325.011014,"E01007039"
"594","E01007040",266.124197,450.914177,922.63443825,1139.034115,1175.367394,5265.65857,9822.878088,"E01007040"
"595","E01007041",177.41790455,481.0156603,619.8329738,1156.0070285,1217.687715,3448.412387,10214.75658,"E01007041"
"596","E01007042",304.403149,414.6711755,420.292528,851.8190383,851.8190383,4211.281985,9465.32201,"E01007042"
"597","E01007043",130.9093985,374.5800675,395.0554704,842.3409847,842.3409847,3909.102572,9744.427436,"E01007043"
"598","E01007044",382.0476129,382.0476129,382.0476129,575.22006695,575.22006695,4268.1940175,8846.1142015,"E01007044"
"599","E01007045",357.26646445,357.26646445,357.26646445,384.59653765,384.59653765,3851.6668675,8429.5870515,"E01007045"
"600","E01007046",169.15104985,169.8277958,321.9090108,943.218836,981.8631118,2743.706582,10884.744115,"E01007046"
"601","E01007047",260.7666758,260.7666758,260.7666758,958.4591781,958.4591781,2020.770163,10428.66976,"E01007047"
"602","E01007048",194.87466795,263.4960956,504.09029195,906.1320694,906.2107674,2706.590326,10930.77073,"E01007048"
"603","E01007049",223.7654621,503.6309637,504.2390798,1484.542334,1567.258117,2624.352477,10684.26595,"E01007049"
"604","E01007050",116.7838895,130.0817578,172.2364368,1495.477017,1495.477017,1843.533126,10021.44074,"E01007050"
"605","E01007051",176.6697741,230.0661637,258.0183911,1855.479449,1855.479449,2240.401037,10024.38899,"E01007051"
"606","E01007052",213.0878054,215.0240315,432.2276123,1807.987109,1807.987109,2469.5156785,10102.17854,"E01007052"
"607","E01007053",188.8149961,197.4956624,698.9005264,1503.263632,1503.263632,3038.127338,10554.34559,"E01007053"
"608","E01007054",182.5876131,184.5341869,407.5557496,413.0893899,413.0893899,2211.383793,10849.71245,"E01007054"
"609","E01007055",105.6096005,105.6096005,166.64313865,336.2660538,336.2660538,5390.8165335,22706.99087,"E01007055"
"610","E01007056",297.2454205,297.2454205,584.3413972,789.9653723,789.9653723,4862.610648,22188.94287,"E01007056"
"611","E01007057",182.7532327,182.7532327,227.8241546,347.5056383,347.5056383,5361.904817,22879.24545,"E01007057"
"612","E01007058",201.2874463,817.4675363,1016.88165,1036.92499,1414.012593,3747.958113,21351.05174,"E01007058"
"613","E01007059",240.4989324,877.4162979,1008.666212,1200.290877,1278.771678,4278.370863,21759.79447,"E01007059"
"614","E01007060",475.2860315,497.8433797,525.86208905,1149.986644,1149.986644,4505.63697,21631.008755,"E01007060"
"615","E01007061",417.2716239,746.4879869,956.410382,1165.950436,1179.201742,4065.732487,21451.33025,"E01007061"
"616","E01007062",279.2963934,279.3605992,279.3605992,649.3292203,649.3292203,5354.955689,22900.5404,"E01007062"
"617","E01007063",398.2322766,449.6720208,577.5609822,760.7840883,760.7840883,4943.185734,22464.99898,"E01007063"
"618","E01007064",262.6567549,623.1147842,623.1147842,911.6286321,1239.638164,4351.869996,21930.24265,"E01007064"
"619","E01007065",323.2541001,682.2627912,682.2627912,713.9091266,713.9091266,4163.992886,11576.2948,"E01007065"
"620","E01007066",201.4596063,488.4677816,488.4677816,570.369214,570.369214,4376.128629,11822.87197,"E01007066"
"621","E01007067",370.54306585,620.80297905,651.8582883,3294.163126,3294.163126,6671.8618865,15233.349245,"E01007067"
"622","E01007068",228.3694854,261.6839651,269.4535011,2975.162,2975.162,6351.3554075,14897.053415,"E01007068"
"623","E01007069",266.4035223,478.4345122,560.4873484,2508.6603,2508.6603,5884.853707,14369.783335,"E01007069"
"624","E01007070",183.7672564,191.0512532,1155.965971,1708.124116,1708.124116,5074.233317,13744.76774,"E01007070"
"625","E01007071",262.2308147,262.2308147,389.5345077,656.232647,656.232647,4114.922635,12861.66897,"E01007071"
"626","E01007072",334.1714839,334.1714839,662.0903943,1210.661692,1210.661692,4608.936485,13112.11026,"E01007072"
"627","E01007073",178.7379104,178.7379104,183.8618086,407.6854719,407.6854719,4297.872754,12474.61217,"E01007073"
"628","E01007074",117.5421624,189.2528566,189.2528566,826.7515367,826.7515367,4773.072904,12197.8373,"E01007074"
"629","E01007075",296.08066635,296.08066635,601.5775761,1512.636702,2707.287316,2767.25658,10982.414985,"E01007075"
"630","E01007076",347.6525543,615.722111,1047.173469,1980.399924,2396.508515,2963.250593,11126.9672,"E01007076"
"631","E01007077",467.25255555,467.25255555,642.5100318,1618.031766,2325.8396645,2464.13537,10548.636145,"E01007077"
"632","E01007078",237.099075,246.3058279,371.0143833,1677.107976,1806.671598,2087.445826,10110.73595,"E01007078"
"633","E01007079",247.3297982,289.8473817,313.1732964,633.287034,958.2724869,958.2724869,9287.39482,"E01007079"
"634","E01007080",184.54765195,216.79836815,414.0126037,532.14220365,1744.872088,1744.872088,10098.19966,"E01007080"
"635","E01007081",161.40696815,267.2200941,451.4859245,1073.20463,1556.866034,1556.866034,9689.641606,"E01007081"
"636","E01007082",256.5452443,256.5452443,542.9698703,985.8298869,2276.160222,2301.159882,10576.04348,"E01007082"
"637","E01007083",197.4057085,440.3350601,450.3847449,1080.122509,1134.871316,1950.49468,9561.075702,"E01007083"
"638","E01007084",104.7841453,120.3194941,160.8467763,1321.862731,1321.862731,2590.571843,10089.89129,"E01007084"
"639","E01007085",139.7677232,139.7677232,139.7677232,848.7581585,848.7581585,1533.501911,9728.565993,"E01007085"
"640","E01007086",173.7271246,219.2834781,306.9652084,472.1775018,633.6810104,847.0410929,10379.27435,"E01007086"
"641","E01007087",136.0715928,235.5004102,408.9576098,855.7250297,855.7250297,1957.807685,9865.250773,"E01007087"
